ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion
1121400,23/08/2017,23/08/2017,1178,144590,35-39,M,36,38,41,53933,6,9.929999948,3,1
1121403,24/08/2017,24/08/2017,1178,144591,35-39,M,63,65,68,228861,33,53.38999939,4,2
1121405,24/08/2017,24/08/2017,1178,144591,35-39,M,63,66,69,20959,2,3.769999981,1,1
1121410,24/08/2017,24/08/2017,1178,144592,35-39,M,64,68,70,24992,2,3.190000057,1,0
1121411,24/08/2017,24/08/2017,1178,144592,35-39,M,64,70,65,100351,15,24.17999995,2,1
1121412,24/08/2017,24/08/2017,1178,144592,35-39,M,64,68,70,292448,43,76.89999968,2,1
1121413,23/08/2017,23/08/2017,1178,144592,35-39,M,64,67,69,65060,7,14.5200001,1,1
1121414,23/08/2017,23/08/2017,1178,144592,35-39,M,64,70,66,133316,21,36.17000055,2,0
1121415,23/08/2017,23/08/2017,1178,144593,35-39,M,65,66,71,113501,26,38.44000077,5,4
1121418,23/08/2017,23/08/2017,1178,144593,35-39,M,65,71,70,192810,41,61.92999995,4,3
1121421,21/08/2017,21/08/2017,1178,144594,35-39,M,2,8,6,233404,43,70.4100008,2,1
1121422,23/08/2017,23/08/2017,1178,144594,35-39,M,2,7,7,128843,24,37.5999999,2,0
1121423,23/08/2017,23/08/2017,1178,144594,35-39,M,2,5,7,63564,12,20.59000027,2,0
1121425,23/08/2017,23/08/2017,1178,144594,35-39,M,2,8,7,85970,14,24.78000021,1,1
1121428,23/08/2017,23/08/2017,1178,144595,35-39,M,7,9,13,131232,16,29.53999937,1,1
1121429,23/08/2017,23/08/2017,1178,144595,35-39,M,7,13,9,152454,22,37.84999979,1,1
1121430,23/08/2017,23/08/2017,1178,144595,35-39,M,7,10,9,28989,2,2.290000021,1,0
1121433,24/08/2017,24/08/2017,1178,144596,35-39,M,66,69,72,80248,15,24.1900003,1,1
1121437,24/08/2017,24/08/2017,1178,144596,35-39,M,66,68,68,38580,5,8.519999981,1,0
1121439,25/08/2017,25/08/2017,1178,144597,40-44,M,10,11,15,621591,91,163.36,5,1
1121440,25/08/2017,25/08/2017,1178,144597,40-44,M,10,15,11,250499,36,58.14000005,3,1
1121442,25/08/2017,25/08/2017,1178,144597,40-44,M,10,15,14,131637,18,29.30999982,2,1
1121443,25/08/2017,25/08/2017,1178,144597,40-44,M,10,12,15,463813,69,116.3399996,4,2
1121444,25/08/2017,25/08/2017,1178,144597,40-44,M,10,13,12,211767,35,60.89999914,5,1
1121446,25/08/2017,25/08/2017,1178,144598,40-44,M,15,17,17,163181,26,40.02000093,1,1
1121451,25/08/2017,25/08/2017,1178,144599,40-44,M,16,20,18,1117385,147,260.0699984,11,2
1121452,25/08/2017,25/08/2017,1178,144599,40-44,M,16,21,22,1663441,205,359.4700001,17,6
1121453,25/08/2017,25/08/2017,1178,144599,40-44,M,16,18,17,455248,54,105.7099996,5,2
1121454,25/08/2017,25/08/2017,1178,144599,40-44,M,16,22,20,75589,6,10.66000009,1,1
1121455,24/08/2017,24/08/2017,1178,144599,40-44,M,16,21,22,594267,82,143.3000009,3,2
1121456,24/08/2017,24/08/2017,1178,144599,40-44,M,16,22,22,315281,35,65.02999854,1,0
1121464,24/08/2017,24/08/2017,1178,144601,40-44,M,19,23,25,363456,71,117.5599997,7,1
1121466,24/08/2017,24/08/2017,1178,144601,40-44,M,19,23,25,438983,81,143.4300001,3,1
1121467,24/08/2017,24/08/2017,1178,144601,40-44,M,19,20,24,42563,5,9.659999847,1,1
1121469,25/08/2017,25/08/2017,1178,144602,40-44,M,20,26,21,399035,75,124.7999995,7,3
1121471,24/08/2017,24/08/2017,1178,144602,40-44,M,20,21,26,304680,59,98.55000019,3,0
1121472,24/08/2017,24/08/2017,1178,144602,40-44,M,20,21,25,140596,23,40.77000022,1,0
1121473,24/08/2017,24/08/2017,1178,144602,40-44,M,20,25,22,439986,80,134.8799999,4,3
1121474,21/08/2017,21/08/2017,1178,144602,40-44,M,20,26,26,75803,11,19.3599999,2,2
1121477,21/08/2017,21/08/2017,1178,144603,40-44,M,21,27,22,7073,0,0,1,0
1121481,19/08/2017,19/08/2017,1178,144604,40-44,M,22,27,25,153586,28,43.01000035,2,0
1121482,19/08/2017,19/08/2017,1178,144604,40-44,M,22,24,24,180815,31,42.62999976,1,0
1121483,19/08/2017,19/08/2017,1178,144604,40-44,M,22,26,23,253169,51,75.78999984,1,0
1121484,19/08/2017,19/08/2017,1178,144604,40-44,M,22,28,27,34453,5,7.710000038,1,1
1121487,19/08/2017,19/08/2017,1178,144605,40-44,M,23,25,26,51550,8,14.03999984,1,0
1121489,19/08/2017,19/08/2017,1178,144605,40-44,M,23,28,24,110018,24,39.85999966,1,0
1121493,19/08/2017,19/08/2017,1178,144606,40-44,M,24,28,30,137584,21,36.77999961,1,0
1121497,19/08/2017,19/08/2017,1178,144606,40-44,M,24,25,27,209825,30,54.86999953,1,0
1121499,19/08/2017,19/08/2017,1178,144607,40-44,M,25,27,31,264222,63,87.7899996,1,1
1121510,19/08/2017,19/08/2017,1178,144608,40-44,M,26,30,31,31202,5,6.730000019,1,0
1121511,18/08/2017,18/08/2017,1178,144609,40-44,M,27,29,32,252991,49,76.83999932,3,0
1121514,18/08/2017,18/08/2017,1178,144609,40-44,M,27,31,30,56265,9,15.53999972,1,0
1121523,18/08/2017,18/08/2017,1178,144611,40-44,M,29,32,34,76923,11,17.67000008,2,2
1121524,18/08/2017,18/08/2017,1178,144611,40-44,M,29,30,35,209332,30,49.60000014,3,1
1121525,18/08/2017,18/08/2017,1178,144611,40-44,M,29,32,33,214094,31,53.26999903,1,0
1121526,19/08/2017,19/08/2017,1178,144611,40-44,M,29,35,32,526209,85,126.9299996,3,2
1121527,19/08/2017,19/08/2017,1178,144611,40-44,M,29,35,35,741143,120,179.620001,4,1
1121528,19/08/2017,19/08/2017,1178,144611,40-44,M,29,33,31,172827,25,38.42000043,2,0
1121530,19/08/2017,19/08/2017,1178,144612,40-44,M,30,36,33,188873,38,58.5999999,1,1
1121532,19/08/2017,19/08/2017,1178,144612,40-44,M,30,35,32,123126,25,39.72999978,2,1
1121535,20/08/2017,20/08/2017,1178,144613,40-44,M,31,33,32,77794,14,19.11000001,1,1
1121541,21/08/2017,21/08/2017,1178,144614,40-44,M,32,33,37,56630,9,15.81000018,1,1
1121544,21/08/2017,21/08/2017,1178,144614,40-44,M,32,33,36,400844,85,140.9700022,4,2
1121545,20/08/2017,20/08/2017,1178,144614,40-44,M,32,33,35,208572,36,60.76000023,2,1
1121548,21/08/2017,21/08/2017,1178,144615,40-44,M,36,38,37,59004,8,13.51000011,1,0
1121551,21/08/2017,21/08/2017,1178,144615,40-44,M,36,40,39,196253,32,55.10000002,1,0
1121554,21/08/2017,21/08/2017,1178,144616,40-44,M,63,64,66,51858,8,12.63000011,1,1
1121557,21/08/2017,21/08/2017,1178,144616,40-44,M,63,68,64,280764,49,81.36000025,2,1
1121561,21/08/2017,21/08/2017,1178,144617,40-44,M,64,69,70,63660,11,16.47000003,1,1
1121562,20/08/2017,20/08/2017,1178,144617,40-44,M,64,65,67,109289,19,31.02999997,1,0
1121568,20/08/2017,20/08/2017,1178,144618,40-44,M,65,70,70,188440,40,60.72999966,2,1
1121571,20/08/2017,20/08/2017,1178,144619,40-44,M,2,3,5,212496,44,74.83000135,2,1
1121572,20/08/2017,20/08/2017,1178,144619,40-44,M,2,6,3,32574,5,7.480000019,1,0
1121575,20/08/2017,20/08/2017,1178,144619,40-44,M,2,4,5,128595,23,36.4800005,1,1
1121577,20/08/2017,20/08/2017,1178,144620,40-44,M,7,9,11,242234,48,68.06000054,2,0
1121584,20/08/2017,20/08/2017,1178,144621,40-44,M,66,67,67,33154,5,7.879999995,1,1
1121585,20/08/2017,20/08/2017,1178,144621,40-44,M,66,72,68,9773,1,1.460000038,1,0
1121589,20/08/2017,20/08/2017,1178,144622,45-49,M,10,16,11,464036,77,123.5500004,3,1
1121590,20/08/2017,20/08/2017,1178,144622,45-49,M,10,16,15,478480,75,135.7500012,3,1
1121592,20/08/2017,20/08/2017,1178,144622,45-49,M,10,14,11,428812,66,116.8800001,4,2
1121593,26/08/2017,26/08/2017,1178,144622,45-49,M,10,16,16,1177535,221,365.6600009,15,3
1121594,26/08/2017,26/08/2017,45-49,M,10,14,14,426500,72,128.2799988,4,1,,
1121597,30/08/2017,30/08/2017,45-49,M,15,21,19,54237,7,10.77999985,2,1,,
1121598,30/08/2017,30/08/2017,45-49,M,15,19,18,506916,89,133.6999986,2,2,,
1121599,30/08/2017,30/08/2017,45-49,M,15,17,18,250960,42,64.87999952,2,0,,
1121601,30/08/2017,30/08/2017,45-49,M,16,20,18,2286228,353,603.380002,16,7,,
1121602,30/08/2017,30/08/2017,45-49,M,16,21,20,915451,125,220.559999,6,1,,
1121603,30/08/2017,30/08/2017,45-49,M,16,21,17,159478,20,33.89999998,3,1,,
1121605,30/08/2017,30/08/2017,45-49,M,16,20,17,1228924,190,318.9700032,6,3,,
1121606,30/08/2017,30/08/2017,45-49,M,16,22,17,938283,134,248.6400001,7,2,,
1121607,30/08/2017,30/08/2017,45-49,M,18,24,23,154572,26,40.93000007,1,1,,
1121609,30/08/2017,30/08/2017,45-49,M,18,19,19,378171,70,109.2500008,1,0,,
1121612,29/08/2017,29/08/2017,45-49,M,18,19,22,468749,84,134.1199975,6,1,,
1121613,29/08/2017,29/08/2017,45-49,M,19,25,25,309823,60,103.3899996,4,4,,
1121615,29/08/2017,29/08/2017,45-49,M,19,21,25,327227,65,116.5599996,5,0,,
1121616,29/08/2017,29/08/2017,45-49,M,19,23,24,334945,72,120.2999994,2,1,,
1121617,29/08/2017,29/08/2017,45-49,M,19,23,22,68859,15,25.45999968,1,0,,
1121619,30/08/2017,30/08/2017,45-49,M,20,22,26,127125,20,35.67999983,2,0,,
1121620,30/08/2017,30/08/2017,45-49,M,20,21,24,415798,80,131.7800006,3,1,,
1121622,30/08/2017,30/08/2017,45-49,M,20,22,23,107671,20,29.91000021,1,1,,
1121623,29/08/2017,29/08/2017,45-49,M,20,24,22,164356,28,46.7900002,2,1,,
1121624,30/08/2017,30/08/2017,45-49,M,20,26,25,17662,2,3.189999938,1,0,,
1121627,30/08/2017,30/08/2017,45-49,M,21,27,27,65339,10,16.67999983,2,0,,
1121628,19/08/2017,19/08/2017,45-49,M,21,25,22,59838,7,11.11000013,1,0,,
1121629,19/08/2017,19/08/2017,45-49,M,21,24,23,381577,81,127.5699993,2,0,,
1121635,19/08/2017,19/08/2017,45-49,M,22,24,27,45491,8,11.00999999,1,0,,
1121638,19/08/2017,19/08/2017,45-49,M,23,28,29,18946,2,3.599999905,1,0,,
1121641,19/08/2017,19/08/2017,45-49,M,23,29,29,114370,18,33.65999997,1,0,,
1121642,19/08/2017,19/08/2017,45-49,M,23,26,29,99698,21,33.3499999,1,0,,
1121644,19/08/2017,19/08/2017,45-49,M,24,26,25,355165,81,128.6099997,4,3,,
1121650,19/08/2017,19/08/2017,45-49,M,25,26,29,101431,23,33.93000031,1,1,,
1121652,18/08/2017,18/08/2017,45-49,M,25,30,29,123151,24,36.4400003,2,1,,
1121660,18/08/2017,18/08/2017,45-49,M,26,30,29,24078,4,5.769999981,1,0,,
1121661,18/08/2017,18/08/2017,45-49,M,27,33,30,517801,105,181.7200011,3,0,,
1121662,18/08/2017,18/08/2017,45-49,M,27,28,32,145104,25,41.42000008,2,1,,
1121664,18/08/2017,18/08/2017,45-49,M,27,31,28,179950,35,58.67999971,1,0,,
1121665,18/08/2017,18/08/2017,45-49,M,27,31,31,258531,46,80.33999979,2,0,,
1121666,18/08/2017,18/08/2017,45-49,M,27,31,29,272500,62,104.4599996,3,0,,
1121667,18/08/2017,18/08/2017,45-49,M,28,31,32,273197,57,87.7300005,3,0,,
1121668,18/08/2017,18/08/2017,45-49,M,28,30,34,775904,172,253.990002,4,2,,
1121669,18/08/2017,18/08/2017,45-49,M,28,33,33,120251,26,39.44000006,1,0,,
1121671,18/08/2017,18/08/2017,45-49,M,28,29,32,139406,24,39.04999948,1,0,,
1121672,29/08/2017,29/08/2017,45-49,M,28,32,31,60314,11,16.93999958,2,1,,
1121673,29/08/2017,29/08/2017,45-49,M,29,34,30,563074,86,142.7099985,4,2,,
1121674,27/08/2017,27/08/2017,45-49,M,29,30,30,168655,18,27.29999983,2,0,,
1121675,27/08/2017,27/08/2017,45-49,M,29,34,31,111963,17,29.3799994,2,1,,
1121676,27/08/2017,27/08/2017,45-49,M,29,32,30,1026304,168,277.5799986,17,8,,
1121677,27/08/2017,27/08/2017,45-49,M,29,35,34,1391924,258,422.8400038,17,10,,
1121678,27/08/2017,27/08/2017,45-49,M,29,33,33,147551,22,38.50000083,1,0,,
1121685,27/08/2017,27/08/2017,45-49,M,31,36,36,66794,9,17.3299998,1,1,,
1121687,27/08/2017,27/08/2017,45-49,M,31,37,36,118882,19,32.30999994,2,1,,
1121689,27/08/2017,27/08/2017,45-49,M,31,37,35,148010,24,41.96999943,1,0,,
1121691,26/08/2017,26/08/2017,45-49,M,32,34,33,932890,197,352.4499989,3,1,,
1121692,26/08/2017,26/08/2017,45-49,M,32,34,37,718359,147,264.5899997,4,1,,
1121693,26/08/2017,26/08/2017,45-49,M,32,35,35,433658,82,158.5999998,5,2,,
1121695,26/08/2017,26/08/2017,45-49,M,32,34,38,29455,3,4.769999981,1,0,,
1121701,26/08/2017,26/08/2017,45-49,M,36,38,38,23973,3,4.820000052,1,1,,
1121705,26/08/2017,26/08/2017,45-49,M,63,68,67,126480,25,37.25999999,1,1,,
1121706,26/08/2017,26/08/2017,45-49,M,63,64,67,138959,28,39.5200007,1,0,,
1121708,26/08/2017,26/08/2017,45-49,M,63,65,68,68829,12,19.47999978,1,0,,
1121711,26/08/2017,26/08/2017,45-49,M,64,69,65,49916,10,16.38,1,1,,
1121716,26/08/2017,26/08/2017,45-49,M,65,67,67,76014,16,22.67000031,1,1,,
1121723,26/08/2017,26/08/2017,45-49,M,2,5,4,50947,10,15.99000025,1,0,,
1121733,27/08/2017,27/08/2017,45-49,M,66,71,70,55536,11,17.04999995,1,0,,
1121741,27/08/2017,27/08/2017,30-34,F,10,13,14,318042,46,64.40999997,8,4,,
1121742,28/08/2017,28/08/2017,30-34,F,10,14,11,213016,30,44.21999955,8,2,,
1121745,28/08/2017,28/08/2017,30-34,F,15,19,16,182265,27,38.18000007,2,1,,
1121746,28/08/2017,28/08/2017,30-34,F,15,17,18,1117371,177,268.050002,26,5,,
1121749,28/08/2017,28/08/2017,30-34,F,15,17,17,333345,52,77.59000027,5,1,,
1121751,29/08/2017,29/08/2017,30-34,F,16,17,21,275930,30,46.77999997,5,2,,
1121753,29/08/2017,29/08/2017,30-34,F,16,20,19,740631,101,153.1199975,9,1,,
1121754,29/08/2017,29/08/2017,30-34,F,16,17,17,328272,35,55.99000025,2,1,,
1121755,29/08/2017,29/08/2017,30-34,F,16,20,21,178455,20,31.5400002,6,3,,
1121756,29/08/2017,29/08/2017,30-34,F,16,18,19,705712,98,147.339999,6,1,,
1121758,28/08/2017,28/08/2017,30-34,F,18,19,20,690373,91,159.5700021,5,2,,
1121759,28/08/2017,28/08/2017,30-34,F,18,21,19,515812,69,117.6299995,3,1,,
1121760,28/08/2017,28/08/2017,30-34,F,18,21,21,764793,101,171.9799976,4,2,,
1121763,28/08/2017,28/08/2017,30-34,F,19,22,23,87832,11,18.10000038,1,1,,
1121764,28/08/2017,28/08/2017,30-34,F,19,22,23,23368,3,4.300000191,1,0,,
1121765,28/08/2017,28/08/2017,30-34,F,19,24,23,51509,7,11.57000005,1,0,,
1121767,28/08/2017,28/08/2017,30-34,F,19,20,23,87043,16,24.48000002,2,0,,
1121768,28/08/2017,28/08/2017,30-34,F,19,20,25,565565,113,169.6699982,7,4,,
1121769,28/08/2017,28/08/2017,30-34,F,20,26,26,253758,43,62.14000034,4,1,,
1121773,28/08/2017,28/08/2017,30-34,F,20,22,21,319131,51,76.68000025,6,1,,
1121774,28/08/2017,28/08/2017,30-34,F,20,22,21,670608,130,195.1499978,11,3,,
1121775,18/08/2017,18/08/2017,30-34,F,21,24,25,159123,25,38.36000013,5,3,,
1121776,18/08/2017,18/08/2017,30-34,F,21,23,22,103709,15,24.56999969,3,1,,
1121779,22/08/2017,22/08/2017,30-34,F,21,27,23,271589,45,74.41000032,9,3,,
1121780,22/08/2017,22/08/2017,30-34,F,21,25,22,119772,20,33.46999907,5,2,,
1121782,21/08/2017,21/08/2017,30-34,F,22,23,23,26340,3,4.220000029,1,1,,
1121783,22/08/2017,22/08/2017,30-34,F,22,27,28,594968,111,147.6700006,4,0,,
1121791,22/08/2017,22/08/2017,30-34,F,23,25,24,6838,0,0,1,0,,
1121793,22/08/2017,22/08/2017,30-34,F,24,30,25,185665,39,62.14000058,1,0,,
1121795,22/08/2017,22/08/2017,30-34,F,24,29,25,24959,3,4.560000062,1,1,,
1121796,22/08/2017,22/08/2017,30-34,F,24,28,27,136967,23,35.05999982,3,1,,
1121798,21/08/2017,21/08/2017,30-34,F,24,26,26,107548,19,29.31000018,1,0,,
1121803,21/08/2017,21/08/2017,30-34,F,25,31,28,588617,119,169.9199973,2,0,,
1121806,20/08/2017,20/08/2017,30-34,F,26,31,30,190560,26,41.63,3,1,,
1121807,20/08/2017,20/08/2017,30-34,F,26,30,32,373110,49,75.70000076,4,2,,
1121812,20/08/2017,20/08/2017,30-34,F,27,33,29,935646,170,256.4699982,19,6,,
1121814,21/08/2017,21/08/2017,30-34,F,27,28,31,2223278,421,612.3000032,38,13,,
1121815,21/08/2017,21/08/2017,30-34,F,27,33,28,240497,36,51.84000087,1,0,,
1121816,21/08/2017,21/08/2017,30-34,F,27,30,30,259984,37,54.7900002,5,0,,
1121817,21/08/2017,21/08/2017,30-34,F,28,31,29,606786,127,179.050001,11,3,,
1121818,21/08/2017,21/08/2017,30-34,F,28,31,34,83270,13,17.74000001,1,0,,
1121819,21/08/2017,21/08/2017,30-34,F,28,34,29,1189509,268,375.7199963,7,3,,
1121820,22/08/2017,22/08/2017,30-34,F,28,29,32,11471,1,1.570000052,0,0,,
1121824,22/08/2017,22/08/2017,30-34,F,29,35,34,1705246,295,429.4799981,23,10,,
1121826,23/08/2017,23/08/2017,30-34,F,29,31,30,418016,63,95.8500005,3,1,,
1121827,23/08/2017,23/08/2017,30-34,F,29,31,30,30155,3,3.819999933,1,0,,
1121828,23/08/2017,23/08/2017,30-34,F,29,33,33,990404,153,226.5399992,12,6,,
1121829,24/08/2017,24/08/2017,30-34,F,30,35,35,187468,34,50.72000062,2,1,,
1121832,24/08/2017,24/08/2017,30-34,F,30,36,36,208301,33,54.57000089,1,0,,
1121833,24/08/2017,24/08/2017,30-34,F,30,36,36,101856,16,25.22000039,4,1,,
1121835,24/08/2017,24/08/2017,30-34,F,31,35,36,48935,7,9.970000267,1,1,,
1121839,24/08/2017,24/08/2017,30-34,F,31,33,34,13911,1,1.730000019,1,1,,
1121841,23/08/2017,23/08/2017,30-34,F,32,38,34,511726,77,123.0900019,8,4,,
1121843,23/08/2017,23/08/2017,30-34,F,32,38,37,177452,24,37.83000016,2,0,,
1121844,23/08/2017,23/08/2017,30-34,F,32,38,36,149808,20,33.03999937,1,1,,
1121845,22/08/2017,22/08/2017,30-34,F,32,34,38,390339,60,105.0199997,9,6,,
1121846,22/08/2017,22/08/2017,30-34,F,32,37,34,8350,0,0,1,0,,
1121847,23/08/2017,23/08/2017,30-34,F,36,38,37,39339,4,5.929999948,1,0,,
1121854,23/08/2017,23/08/2017,30-34,F,63,65,64,8587,0,0,1,0,,
1121855,23/08/2017,23/08/2017,30-34,F,63,67,65,24893,2,3.75,1,0,,
1121856,23/08/2017,23/08/2017,30-34,F,63,64,64,1296189,212,343.2599944,14,4,,
1121857,23/08/2017,23/08/2017,30-34,F,63,65,65,91607,12,19.1899997,2,1,,
1121859,23/08/2017,23/08/2017,30-34,F,64,67,67,238036,38,61.02999771,6,3,,
1121860,20/08/2017,20/08/2017,30-34,F,64,67,68,254344,35,56.16999996,2,1,,
1121861,20/08/2017,20/08/2017,30-34,F,64,66,69,157705,23,39.23000026,2,0,,
1121862,17/08/2017,17/08/2017,30-34,F,64,67,69,411571,60,99.1799984,6,1,,
1121863,17/08/2017,17/08/2017,30-34,F,64,69,70,94136,11,16.17999971,1,0,,
1121867,17/08/2017,17/08/2017,30-34,F,65,69,71,82640,16,23.97000039,1,1,,
1121869,18/08/2017,18/08/2017,30-34,F,65,69,68,17870,2,2.620000005,1,1,,
1121871,18/08/2017,18/08/2017,30-34,F,2,8,7,19178,2,2.779999971,1,1,,
1121873,18/08/2017,18/08/2017,30-34,F,2,6,7,5264,0,0,1,0,,
1121874,18/08/2017,18/08/2017,30-34,F,2,8,4,145548,28,42.37000036,2,1,,
1121876,18/08/2017,18/08/2017,30-34,F,2,6,8,82455,15,22.04999971,1,0,,
1121877,17/08/2017,17/08/2017,30-34,F,7,10,9,44189,7,10.31999981,2,0,,
1121878,17/08/2017,17/08/2017,30-34,F,7,8,8,45199,7,9.809999943,1,0,,
1121881,30/08/2017,30/08/2017,30-34,F,7,8,13,221843,43,63.45000076,5,0,,
1121888,30/08/2017,30/08/2017,30-34,F,66,72,69,41672,6,10.54999995,2,1,,
1121889,30/08/2017,30/08/2017,35-39,F,10,15,13,127546,25,38.94000041,2,0,,
1121890,17/08/2017,17/08/2017,35-39,F,10,16,15,127865,28,38.02999961,3,1,,
1121891,17/08/2017,17/08/2017,35-39,F,10,15,13,1025327,229,314.2999983,16,2,,
1121894,17/08/2017,17/08/2017,35-39,F,10,14,14,561415,124,173.76,3,0,,
1121895,17/08/2017,17/08/2017,35-39,F,15,21,21,132803,25,37.32000124,2,1,,
1121897,17/08/2017,17/08/2017,35-39,F,15,18,17,24664,2,2.629999995,1,1,,
1121901,17/08/2017,17/08/2017,35-39,F,16,17,21,1020561,172,263.8100007,7,3,,
1121902,18/08/2017,18/08/2017,35-39,F,16,17,22,682143,114,177.1099993,6,2,,
